id,type,address,neighborhood
DPW1202996,Block Party Permit,"0 CASSINA WAY, PITTSBURGH, PA, 15208",Homewood South
DPW1203018,Block Party Permit,"2042 CROSBY AVE, PITTSBURGH, PA, 15216",Beechview
DPW1203019,Block Party Permit,"1133 WINTERTON ST, PITTSBURGH, PA, 15206",Highland Park
DPW1202952,Block Party Permit,"725 N EUCLID AVE, PITTSBURGH, PA, 15206",East Liberty
DPW1202930,Block Party Permit,"0 WILLIAM PENN PL, PITTSBURGH, PA, 15222",Central Business District
DPW1202918,Block Party Permit,"841 GEARING AVE, PITTSBURGH, PA, 15210",Beltzhoover
DPW1202870,Block Party Permit,"0 SHAWANO ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1202790,Block Party Permit,"0 AUBURN ST, PITTSBURGH, PA, 15206",Larimer
DPW1202746,Block Party Permit,"100 24TH ST, PITTSBURGH, PA, 15222",South Side Flats
DPW1202689,Block Party Permit,"S HIGHLAND AVE, PITTSBURGH, PA, 15206",
DPW1202629,Block Party Permit,"0 NANTASKET ST, PITTSBURGH, PA, 15207",Greenfield
DPW1202610,Block Party Permit,"0 MONTEREY ST, PITTSBURGH, PA, 15212",
DPW1202347,Block Party Permit,"301 DINWIDDIE ST, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1202354,Block Party Permit,"0 HARRISON ST, PITTSBURGH, PA, 15201",Upper Lawrenceville
DPW1202314,Block Party Permit,"0 CAMELIA ST, PITTSBURGH, PA, 15201",Stanton Heights
DPW1202127,Block Party Permit,"218 N ATLANTIC AVE, PITTSBURGH, PA, 15224",Garfield
DPW1202128,Block Party Permit,"WM PENN, PITTSBURGH, PA",
DPW1202052,Block Party Permit,"1048 N WHEELER ST, PITTSBURGH, PA, 15208",Homewood North
DPW1202053,Block Party Permit,"1048 N WHEELER ST, PITTSBURGH, PA, 15208",Homewood North
DPW1202030,Block Party Permit,"TRIPOLI, PITTSBURGH, PA",
DPW1201962,Block Party Permit,"6032 STEVENSON PL, PITTSBURGH, PA, 15206",Shadyside
DPW1201924,Block Party Permit,"1331 BENNINGTON AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1201925,Block Party Permit,"1200 BENNINGTON AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1201504,Block Party Permit,"862 PROGRESS ST, PITTSBURGH, PA, 15212",North Shore
DPW1200633,Block Party Permit,"0 DEARBORN ST, PITTSBURGH, PA, 15224",Garfield
DPW1107131,Block Party Permit,"110 WHITFIELD ST, PITTSBURGH, PA, 15213",East Liberty
DPW1107010,Block Party Permit,"1623 WYLIE AVE, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1106915,Block Party Permit,"3224 BRIGHTON RD, PITTSBURGH, PA, 15212",Marshall-Shadeland
DPW1106518,Block Party Permit,"2432 HAYSON AVE, PITTSBURGH, PA, 15220",Banksville
DPW1106336,Block Party Permit,"7241 RACE ST, PITTSBURGH, PA, 15208",Homewood North
DPW1106221,Block Party Permit,"937 LACLAIR ST, PITTSBURGH, PA, 15218",Regent Square
DPW1106191,Block Party Permit,"824 EAST END AVE 816, PITTSBURGH, PA, 15221",
DPW1106033,Block Party Permit,"1214 BENNINGTON AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1106036,Block Party Permit,"7135 CARD LN, PITTSBURGH, PA, 15208",Point Breeze
DPW1106002,Block Party Permit,"5023 FREW ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1105912,Block Party Permit,"1 TECUMSEH ST, PITTSBURGH, PA, 15207",Hazelwood
DPW1105914,Block Party Permit,"1 TECUMSEH ST, PITTSBURGH, PA, 15207",Hazelwood
DPW1105848,Block Party Permit,"1230 FORTUNA AVE, PITTSBURGH, PA, 15226",Brookline
DPW1105845,Block Party Permit,"6371 BURCHFIELD AVE, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1105801,Block Party Permit,"256 CARRINGTON ST, PITTSBURGH, PA, 15212",Central Northside
DPW1105778,Block Party Permit,"917 MCCANDLESS AVE, PITTSBURGH, PA, 15201",Upper Lawrenceville
DPW1105756,Block Party Permit,"118 RICHEY AVE, PITTSBURGH, PA, 15214",Perry North
DPW1105673,Block Party Permit,"203 CARNEGIE PL 101, PITTSBURGH, PA, 15208",Point Breeze
DPW1105663,Block Party Permit,"1235 MURDOCH RD, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1105632,Block Party Permit,"423 STRATTON LN, PITTSBURGH, PA, 15206",Shadyside
DPW1105639,Block Party Permit,"1144 WIGHTMAN ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1105545,Block Party Permit,"241 SHADY AVE, PITTSBURGH, PA, 15206",Shadyside
DPW1105544,Block Party Permit,"1214 LIVERPOOL ST, PITTSBURGH, PA, 15233",Manchester
DPW1105509,Block Party Permit,"6400 WILKINS AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1105523,Block Party Permit,"2329 WYLIE AVE, PITTSBURGH, PA, 15219",Middle Hill
DPW1105468,Block Party Permit,"340 HALE ST, PITTSBURGH, PA, 15208",Homewood South
DPW1105304,Block Party Permit,"2880 FERNWALD RD, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1105309,Block Party Permit,"5854 SOLWAY ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1105287,Block Party Permit,"6411 JACKSON ST, PITTSBURGH, PA, 15206",Highland Park
DPW1105260,Block Party Permit,"5128 DEARBORN ST, PITTSBURGH, PA, 15224",Garfield
DPW1105182,Block Party Permit,"515 ROSLYN PL, PITTSBURGH, PA, 15232",Shadyside
DPW1105166,Block Party Permit,"858 WESTERN AVE, PITTSBURGH, PA, 15233",Allegheny West
DPW1105175,Block Party Permit,"921 WELLESLEY RD, PITTSBURGH, PA, 15206",Highland Park
DPW1105148,Block Party Permit,"1133 OLIVIA ST, PITTSBURGH, PA, 15218",Swisshelm Park
DPW1105138,Block Party Permit,"3546 CAMPUS ST, PITTSBURGH, PA, 15212",Brighton Heights
DPW1105061,Block Party Permit,"1244 PENNSYLVANIA AVE, PITTSBURGH, PA, 15233",Manchester
DPW1105053,Block Party Permit,"1147 KING AVE, PITTSBURGH, PA, 15206",Highland Park
DPW1104933,Block Party Permit,"1220 N SHERIDAN AVE, PITTSBURGH, PA, 15206",Highland Park
DPW1104900,Block Party Permit,"325 DINWIDDIE ST, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1104880,Block Party Permit,"5603 CELADINE ST, PITTSBURGH, PA, 15201",Stanton Heights
DPW1104872,Block Party Permit,"7323 FLEURY WAY, PITTSBURGH, PA, 15208",Homewood South
DPW1104855,Block Party Permit,"1 28TH ST, PITTSBURGH, PA, 15222",Strip District
DPW1104845,Block Party Permit,"2119 WALTON AVE, PITTSBURGH, PA, 15210",Overbrook
DPW1104834,Block Party Permit,"509 RIDGEMONT DR, PITTSBURGH, PA, 15220",Ridgemont
DPW1104824,Block Party Permit,"6648 KINSMAN RD, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1104794,Block Party Permit,"3901 LIBERTY AVE, PITTSBURGH, PA, 15224",Lower Lawrenceville
DPW1104795,Block Party Permit,"5411 NORTHUMBERLAND ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1104728,Block Party Permit,"1426 MORNINGSIDE AVE, PITTSBURGH, PA, 15206",Morningside
DPW1104700,Block Party Permit,"3105 ALLENDALE ST, PITTSBURGH, PA, 15204",Sheraden
DPW1104670,Block Party Permit,"4749 PLUMMER ST, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1104662,Block Party Permit,"1452 BELDALE ST, PITTSBURGH, PA, 15233",Manchester
DPW1104626,Block Party Permit,"0 MEMORY LN, PITTSBURGH, PA, 15219",Bedford Dwellings
DPW1104644,Block Party Permit,"0 MONTICELLO ST, PITTSBURGH, PA, 15208",Homewood West
DPW1104612,Block Party Permit,"3107 HAMLET ST, PITTSBURGH, PA, 15213",South Oakland
DPW1104615,Block Party Permit,"2221 LYNNBROOK AVE, PITTSBURGH, PA, 15226",Brookline
DPW1104587,Block Party Permit,"730 N BEATTY ST, PITTSBURGH, PA, 15206",East Liberty
DPW1104554,Block Party Permit,"1713 DUFFIELD ST, PITTSBURGH, PA, 15206",Stanton Heights
DPW1104492,Block Party Permit,"0 CRAFT PL, PITTSBURGH, PA, 15213",Troy Hill
DPW1104418,Block Party Permit,"1422 SEVERN ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1104395,Block Party Permit,"4537 CHATSWORTH ST, PITTSBURGH, PA, 15207",Hazelwood
DPW1104401,Block Party Permit,"1178 WINDERMERE DR, PITTSBURGH, PA, 15218",Swisshelm Park
DPW1104406,Block Party Permit,"0 NANTASKET ST, PITTSBURGH, PA, 15207",Greenfield
DPW1104309,Block Party Permit,"56 TRETOW ST, PITTSBURGH, PA, 15214",Perry North
DPW1104234,Block Party Permit,"7146 IDLEWILD ST, PITTSBURGH, PA, 15208",Homewood North
DPW1104247,Block Party Permit,"6444 MONITOR ST, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1104214,Block Party Permit,"611 PAULSON AVE, PITTSBURGH, PA, 15206",Larimer
DPW1104162,Block Party Permit,"1101 N MURTLAND ST, PITTSBURGH, PA, 15208",Homewood West
DPW1104132,Block Party Permit,"7241 RACE ST, PITTSBURGH, PA, 15208",Homewood North
DPW1104137,Block Party Permit,"1325 PAGE ST, PITTSBURGH, PA, 15233",Manchester
DPW1104099,Block Party Permit,"232 S PACIFIC AVE, PITTSBURGH, PA, 15224",Bloomfield
DPW1104073,Block Party Permit,"3280 ORLEANS ST, PITTSBURGH, PA, 15214",Perry North
DPW1103995,Block Party Permit,"0 MONTEREY ST, PITTSBURGH, PA, 15212",
DPW1103961,Block Party Permit,"1240 RESACA PL, PITTSBURGH, PA, 15212",Central Northside
DPW1103952,Block Party Permit,"717 RIDGE AVE, PITTSBURGH, PA, 15212",Allegheny West
DPW1103949,Block Party Permit,"7618 MULFORD ST, PITTSBURGH, PA, 15208",Homewood South
DPW1103923,Block Party Permit,"5341 KINCAID ST, PITTSBURGH, PA, 15224",Garfield
DPW1103911,Block Party Permit,"0 BEHRENS ST, PITTSBURGH, PA, 15205",Westwood
DPW1103912,Block Party Permit,"141 JUCUNDA ST, PITTSBURGH, PA, 15210",Knoxville
DPW1103913,Block Party Permit,"0 PENN CIR W, PITTSBURGH, PA, 15206",Friendship
DPW1103877,Block Party Permit,"555 N BRADDOCK AVE, PITTSBURGH, PA, 15208",Homewood South
DPW1103857,Block Party Permit,"6483 JACKSON ST, PITTSBURGH, PA, 15206",Highland Park
DPW1103858,Block Party Permit,"1533 HATTERAS ST, PITTSBURGH, PA, 15212",Troy Hill
DPW1103863,Block Party Permit,"600 FORELAND ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1103849,Block Party Permit,"217 MOORE AVE, PITTSBURGH, PA, 15210",Knoxville
